offer_id,name,offer_type,category,content,channel,points,exclusion_category,benefit_type,point_type,program_code,program_name,program_tier,program_point_type,product_category,product_code,product_name,season,month,week_day,holiday,week_end,birth_day,wedding_anniversary,duration,start_date,end_date,,partner_category,partner_code,partner_name,partner_type,targetted_age,targetted_nationality,targetted_preference_group,targetted_gender,targetted_type,targetted_tier,targetted_channel,targetted_marital_status,discount_percentage
O0155,35% with Budget,Accruals ,Discounts,Save up to 35% with Budget,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P017,Budget,Holiday,,,Vacation,,,,,01-Jul-20,31-Oct-20,,Non Air,BJT,Budget,Cab,All,US,All,All,,Bronze,Web,All,35
O0156,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,P033,Hilton,,,,,,,,,01-Jul-20,31-Oct-20,,,MM,Marriot,Hotel,All,US,Individuals,All,,Bronze,Web,Married,
O0157, à la carte - Food & Bev,Accruals ,Discounts,Get 15% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,P009,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,01-Jul-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married,15
O0159, à la carte - Food & Bev- Wine,Accruals ,Discounts,Get 15% off on F&B-Wine,Web,100,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,P070,Wine,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married,15
O0160, à la carte - Baggage and excess baggage,Accruals ,Discounts,10% discount on excess baggage,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,P011,Baggage,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married,10
O0161, à la carte - Seats,Accruals ,Discounts,20% discount on Xleg Seats,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,P056,Seats,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married,20
O0162,Early Bird 10,Accruals ,Discounts, à la carte - 20% discount on early boarding for F&B,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P026,Early Boarding,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,20
O0163,Marriot 10,Accruals ,Discounts, 10% discount at Marriot,"Loyalty Portal , Web",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P040,Marriot,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Non Air,MM,Marriot,Hotel,All,US,Individuals,All,,Bronze,"Loyalty Portal , Web",Married,10
O0164,Uber 15,Accruals ,Discounts,15% discuount with Uber Cabs when you book rooms at Hilton,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P066,Uber,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Non Air,UU,Uber,Cab,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,15
O0165,TI 20,Accruals ,Discounts,20% discount on Travel Insurance with TT insurance,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P065,TT Insurance,,,,,,Birthday,Anniversary,,01-Sep-20,31-Oct-20,,Non Air,TI,TT Insurance,Insurance,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,20
O0167,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,"Loyalty  Portal, Mobile App",50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P045,New Launches,Summer 2020,April ,,,,,,,02-Jan-20,31-Mar-20,,Air,QF,Qantas Airways,,40-65,Europe,Corporates,All,,Bronze,"Loyalty  Portal, Mobile App",Both,
O0168,"4,000 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card","Loyalty  Portal, Mobile App",4000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,P019,Credit Card Offer,Summer 2020,May,,,,,,,01-Jun-20,31-Aug-20,,Non Air,CH,Chase ,Credit Card,30 - 40,US,Individuals,All,,Saphire,"Loyalty  Portal, Mobile App",Both,
O0169," 60,00 Rewards points  with AMEx Platinum Card",,Promotions,"Earn 60,000 Membership Rewards points  with Chase Platinum Card","Loyalty  Portal, Mobile App",6000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,P019,Credit Card Offer,Summer 2021,May,,,,,,,02-Jan-20,31-Mar-20,,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,,Platinum,"Loyalty  Portal, Mobile App",All,
O0170,"35,000  Rewards points with AMEx Gold Card",,Promotions,"Earn 35,000 Membership Rewards points with Chase Gold Card","Loyalty  Portal, Mobile App",250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,P019,Credit Card Offer,Summer 2022,May,,,,,,,01-Jun-20,31-Aug-20,,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0171,Member Only FFP - Fun 50,Redemption,Promotions,Redeem new products listed exclusively for FFP members,"Loyalty  Portal, Mobile App",250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,P043,Member Only Offers,Fall 2020,Dec,,New Year,,,,,01-Jun-20,31-Aug-20,,Air,LH,Luftansa,Airlines,All,US,Corporates,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0172,Member Only - Fun 50 Gold,Redemption,Promotions,Redeem new products listed exclusively for Gold members,"Loyalty  Portal, Mobile App",250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,P043,Member Only Offers,Fall 2020,Dec,,,,,,,01-Jun-20,31-Aug-20,,Non Air,LH,Luftansa,Airlines,40-65,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0173,Member Only - Fun 50 Platinum,Redemption,Promotions,Redeem new products listed exclusively for Platinummembers ,"Loyalty  Portal, Mobile App",500,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,P043,Member Only Offers,Summer 2020,April ,,,,,,,02-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,,Platinum,"Loyalty  Portal, Mobile App",All,
O0174,Member Only - Fun 50 Br,Redemption,Promotions,Redeem new products listed exclusively for Bronze members,"Loyalty  Portal, Mobile App",50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P043,Member Only Offers,Summer 2021,May,,,,,,,02-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,
O0175,Member Only - Fun 50 New,Redemption,Promotions,Redeem new products listed exclusively for New members,"Loyalty  Portal, Mobile App",50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P043,Member Only Offers,Summer 2022,June,,,,,,,02-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,
O0176,Join the world for 2000,,Coupons,Join the Loyalty Program account gain 2000 points,"Loyalty  Portal, Mobile App, Email",50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,P035,Loyalty Member Addition,,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,
O0177,10 point per $1 ,,Coupons,Make a purchase 10 points per $1 . Earn point for every Dollar you spend,"Loyalty  Portal, Mobile App",50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,P036,Loyalty Offers,,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,
O0178,Friend-500,,Coupons,Refer a friend earn 500 points,"Loyalty  Portal, Mobile App",50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,P036,Loyalty Offers,,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,
O0179,$10 off 200 points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",50,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,P053,Redemption Offers,,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,20
O0180,35% Off 1000 Points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,P053,Redemption Offers,,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,5
O0181,30$ off 2800 points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,P053,Redemption Offers,,,,,,,,,01-Jun-20,31-Aug-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,8
O0182,Summer Target 10,Accruals ,Discounts,10% Discount on your next Target Store Visit,"Loyalty  Portal, Mobile App",100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P061,Target Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,,TC,Target Corp,Retail,All,US,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,10
O0183,Summer Target 15,Accruals ,Discounts,15% Discount on your next Target Store Visit,"Loyalty  Portal, Mobile App",100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P061,Target Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,,TC,Target Corp,Retail,All,US,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,15
O0184,Summer Target 25,Accruals ,Discounts,25% Discount on spending 100 USD,"Loyalty  Portal, Mobile App",250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,P061,Target Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,Non Air,TC,Target Corp,Retail,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,25
O0185,Summer Walmart 10,Accruals ,Discounts,10% Discount on your next Walmart Store Visit,"Loyalty  Portal, Mobile App",100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P068,Walmart Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,,TC,Walmart Corp,Retail,All,AUS,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,10
O0186,Summer Walmart 15,Accruals ,Discounts,15% Discount on your next Walmart Store Visit,"Loyalty  Portal, Mobile App",100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P068,Walmart Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,,TC,Walmart Corp,Retail,All,AUS,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,15
O0188,Summer Walmart 25,Accruals ,Discounts,25% Discount on spending 100 USD,"Loyalty  Portal, Mobile App",250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,P068,Walmart Offers,Summer ,May,,Summer,,,,,02-Jan-20,31-Mar-20,,Non Air,TC,Walmart Corp,Retail,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,25
O0189,Starbucks 300,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",250,,Cash,,FFP,Frequent Flyer Program,Gold,,,P058,Starbucks offers,Winter,,,,,,,,02-Jan-20,31-Mar-20,,,SB,Starbucks,,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0191,Starbucks 3k,Redemption,Redeem,Gain/Acrue 30o0 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",250,,Cash,,FFP,Frequent Flyer Program,Gold,,,P058,Starbucks offers,,,,,,,Anniversary Discounts,,02-Jan-20,31-Mar-20,,Non Air,SB,Starbucks,,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0192,Starbucks 33,Redemption,Redeem,Gain/Acrue 3300 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",300,,Cash,,FFP,Frequent Flyer Program,Gold,,,P058,Starbucks offers,,,,,,Birthday Offers,,,02-Jan-20,31-Mar-20,,Non Air,SB,Starbucks,,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",All,
O0193,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,P005,Airbnb,Winter 20,Jan,,,Weekend Offers,,,,02-Jan-20,31-Mar-20,,Non Air,AB2,Airbnb,Booking ,All,US,Individuals,All,,Bronze,Social Media,All,
O0194,Earn 3x with Chase Sapphire Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,P066,Uber,Winter 21,Feb,,,Weekend Offers,,,,02-Jan-20,31-Mar-20,,,UU,Uber,Cab,All,US,Individuals,All,,Bronze,Social Media,All,
O0195,Earn 2x with Chase Platinum  Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,P012,Barista Coffee,Winter 22,Jan,,,Weekend Offers,,,,02-Jan-20,31-Mar-20,,,BCLA,Barista Coffee,Eat,All,US,Individuals,All,,Bronze,Social Media,All,
O0197,Earn 3x with Chase Platinum Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,P028,Expedia,Winter 23,Feb,,,Weekend Offers,,,,02-Jan-20,31-Mar-20,,Non Air,EXP,Expedia,Booking ,All,US,Individuals,All,,Bronze,Social Media,All,
O0198,JULY 4k 15,Accruals ,Discounts,Upto 15% off on Flight Fees,"Loyalty  Portal, Mobile App",100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P006,Airline Fare Discounts,Holiday,July,1,Independence Day,,,,,02-Jan-20,31-Mar-20,,Air,LF,Luftanza,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",All,15
O0199,Buy & Earn 2k Miles with ABC,Accruals ,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles","Loyalty  Portal, Mobile App",100,,Points,,FFP,Frequent Flyer Program,Bronze,,,P001,ABC miles,Holiday,,,Vacation,,,,,02-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",,
O0200,Earn 2x miles with Manhattan,Accruals ,Points,Earn more miles on your purchase when you use your eligible Manhattan  credit card.,"Loyalty  Portal, Mobile App",50,,Points,,FFP,Frequent Flyer Program,Bronze,,,P038,Manhattan,Holiday,,,Vacation,,,,,02-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",,
O0201,Earn Bonus miles with ABC,Accruals ,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.","Loyalty  Portal, Mobile App",300,,Points,,FFP,Frequent Flyer Program,Gold,,,P013,Bonus miles,Holiday,,,Vacation,,,,,02-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",,
O0202,Earn Bonus miles with ABC,Accruals ,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.","Loyalty  Portal, Mobile App",300,,Points,,FFP,Frequent Flyer Program,Gold,,,P013,Bonus miles,Holiday,,,Vacation,,,,,02-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Gold,"Loyalty  Portal, Mobile App",,
O0203,Earn 5000 Bonus Miles,Accruals ,Points,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,"Loyalty  Portal, Mobile App",5000,,points,,FFP,Frequent Flyer Program,Platinum,,,P013,Bonus miles,,,,,,,,,02-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Platinum,"Loyalty  Portal, Mobile App",,
O0204,Celebrate Fall Sale 20,Accruals ,Discounts,Save 20%/night to all destinations,Social Media,50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P007,American,Holiday,,,Fall Holidays,,,,,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,,Bronze,Social Media,,20
O0205,Celebrate Fall Sale 30,Accruals ,Discounts,Save 30%/night to all destinations,Social Media,300,,Discounts,,FFP,Frequent Flyer Program,Gold,,,P007,American,Holiday,,,Fall Holidays,,,,,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,,Gold,Social Media,,30
O0206,Celebrate Fall Sale 40,Accruals ,Discounts,Save 40%/night to all destinations,Social Media,1000,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,P007,American,Holiday,,,Fall Holidays,,,,,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,,Platinum,Social Media,,40
O0207,35% off with Budget,Accruals ,Discounts,35% Off with Budget,"Loyalty  Portal, Mobile App",50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,P017,Budget,Holiday,,,Fall Holidays,,,,,15-Sep-20,31-Dec-20,,Non Air,BJT,Budget,Cab,All,US,All,All,,Bronze,"Loyalty  Portal, Mobile App",All,35
O0209,Earn10k miles every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,P040,Marriot,,,,,,,,,15-Sep-20,31-Dec-20,,,MM,Marriot,Hotel,All,US,Individuals,All,,Bronze,Social Media,Married,
O0210,25%- Food & Bev,Accruals ,Discounts,Get 25% off on F&B,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P009,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,15-Sep-20,31-Dec-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,25
O0211,25%  Food & Bev- Wine,Accruals ,Discounts,Get 25% off on F&B-Wine,"Loyalty  Portal, Mobile App",50,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,P070,wine,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,25
O0213,25%  Baggage and excess baggage,Accruals ,Discounts,25$ discount on excess baggage,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P011,Baggage,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,10
O0216,25%  Seats,Accruals ,Discounts,25% discount on Xleg Seats,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P056,Seats,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,25
O0217,Early Bird 30,Accruals ,Discounts, à la carte - 30% discount on early boarding for Food & Wine,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P026,Early Boarding,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,30
O0218,Marriot 30,Accruals ,Discounts,30% discount at Marriot,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P040,Marriot,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Non Air,MM,Marriot,Hotel,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,30
O0219,Uber 30,Accruals ,Discounts,30% discuount with Uber Cabs,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P066,Uber,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Non Air,UU,Uber,Cab,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,30
O0220,TI 30,Accruals ,Discounts,30% discount on Travel Insurance with TT insurance,"Loyalty  Portal, Mobile App",50,,Discounts,,,Frequent Flyer Program,Bronze,,,P065,TT Insurance,,,,,,Birthday,Anniversary,,02-Jan-20,31-Mar-20,,Non Air,TI,TT Insurance,Insurance,All,US,Individuals,All,,Bronze,"Loyalty  Portal, Mobile App",Married,30
O0221,Go Kido,,Offers,Avail 15% off for Kids Apparel at MAX:  Under 12 years,"Loyalty  Portal, Mobile App",50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,01-Jul-20,31-Oct-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,"Loyalty  Portal, Mobile App",Single,
O0222,H&M Teddy Toys,,Offers,Avail 25% off for Kids Toys at H&M:  Under 12 years,"Loyalty  Portal, Mobile App",50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,01-Jul-20,31-Oct-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,"Loyalty  Portal, Mobile App",Single,
O0223,Kids Lounge,,Offers,Lounge Offer for Kids. Get 10% discount with free goodies,"Loyalty  Portal, Mobile App",300,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Sep-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,
O0224,Kids Snack Boxes 10,,Offers,All-new meal boxes filled with fun and nutritious food  in flight. Avail 10% off with Chase cards,"Loyalty  Portal, Mobile App",300,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,
O0225,Wherever Family 25,Accruals ,Discounts,25% off at THEWORKS,"Loyalty  Portal, Mobile App",300,not for below 18 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,Dec-20,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,25
O0226,DISNEY MOVIE REWARDS:,Accruals ,Discounts,25% discount for signing up for sign up for the Disney movie loyalty cards,"Loyalty  Portal, Mobile App, Email",300,Under 18,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,Dec-20,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,25
O0227,GAME & MORE,Accruals ,Discounts,20% Off for every game that you buy,"Loyalty  Portal, Mobile App",300,not for below 12 years ,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,Dec-20,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,20
O0228,HARRODS REWARDS:,Accruals ,Discounts,30% Discount for newborn baby essentials – everything from clothing to gift sets at Harrods,"Loyalty  Portal, Mobile App",300,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,"Loyalty  Portal, Mobile App",Single,30
O0229,SeniorFirst Winter 2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  10% discount for select Hotel rooms.,"Loyalty  Portal, Mobile App",300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,,01-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,All,,Gold,"Loyalty  Portal, Mobile App",Married,10
O0230,SeniorLadies Winter2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms.,"Loyalty  Portal, Mobile App",300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,,01-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,F,,Gold,"Loyalty  Portal, Mobile App",All,30
O0231,SeniorGoRelax Winter2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Uber Cabs,"Loyalty  Portal, Mobile App",300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,,01-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,All,,Gold,"Loyalty  Portal, Mobile App",Married,30
O0232,Go Kido 10,,Offers,Loyalty Offer - 10% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single,
O0233,Kids Corner Exclusive,,Offers,Loyalty Offer - 20% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,P048,Oryx Cards Kids Club,All,,,,,,,,02-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single,
O0235,Kids Lounge,,Offers,Lounge Offer for Kids - Free Goodies. ,Web,300,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,02-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,Web,Single,
O0236,Kids Snack Boxes,,Offers,Free meal boxes filled with fun and nutritious food while in flight. Gold Tier members,web,300,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Gold,web,Single,
O0237,HARRODS REWARDS:,Accruals ,Discounts,20% Discount for newborn baby essentials – everything from clothing to gift sets at Harrods,web,300,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,P048,Oryx Cards Kids Club,All,,,,,Birthday,,,01-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,web,Single,20
