,id,name,offer_type,category,content,channel,points,exclusion_category,benefit_type,point_type,program_code,program_name,program_tier,program_point_type,product_category,product_code,product_name,season,month,week_day,holiday,week_end,birth_day,wedding_anniversary,duration,start_date,end_date,Unnamed: 27,partner_category,partner_code,partner_name,partner_type,targetted_age,targetted_nationality,targetted_preference_group,targetted_gender,targetted_type,targetted_tier,targetted_channel,targetted_marital_status,discount_percentage
144,O0145,JULY 4 20,Accruals ,Discounts,Upto 20% off on Flight Fees,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P006,Airline Fare Discounts,Holiday,July,1.0,Independence Day,,,,nan,1-Jul-20,31-Jul-20,,Air,LF,Luftanza,Air,All,US,Individuals,All,nan,Bronze,Web,All,15.0
145,O0146,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P001,ABC miles,Holiday,,,Vacation,,,,nan,1-Jul-20,31-Oct-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Bronze,Web,,
146,O0147,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P001,ABC miles,Holiday,,,Vacation,,,,nan,1-Jul-20,31-Oct-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Bronze,Web,,
147,O0148,Earn Bonus miles,,Points,"Earn 25,00 bonus miles on a future vacation to Jamaica.",Web,2500.0,,Points,,FFP,Frequent Flyer Program,Platinum,,nan,P013,Bonus miles,Holiday,,,Vacation,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Gold,Web,,
148,O0149,Earn Bonus miles,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,3000.0,,Points,,FFP,Frequent Flyer Program,Platinum,,nan,P013,Bonus miles,Holiday,,,Vacation,,,,nan,1-Jun-20,31-Aug-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Gold,Web,,
149,O0150,Earn Bonus Miles,,Points,"Earn 50,000 bonus miles when you book a vacation to Paris  with ABC Card",Web,5000.0,,points,,FFP,Frequent Flyer Program,Platinum,,nan,P013,Bonus miles,,,,,,,,nan,1-Jun-20,31-Aug-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Platinum,Web,,
150,O0151,Celebrate Summer Sale 20,Accruals ,Discounts,Save 20%/night on Marriot stay  to all destinations,Social Media,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P041,Marriot ,Holiday,,,Summer,,,,nan,1-Jul-20,31-Oct-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Bronze,Social Media,,20.0
151,O0152,Celebrate Summer Sale 30,Accruals ,Discounts,Save 30%/night  on Marriot stay to all destinations,Social Media,400.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,nan,P041,Marriot ,Holiday,,,Summer,,,,nan,1-Jun-20,31-Aug-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Gold,Social Media,,30.0
152,O0154,Celebrate Summer Sale 40,Accruals ,Discounts,Save 40%/night  on Marriot stay to all destinations,Social Media,500.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,nan,P041,Marriot ,Holiday,,,Summer,,,,nan,1-Jun-20,31-Aug-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Platinum,Social Media,,40.0
153,O0155,35% with Budget,Accruals ,Discounts,Save up to 35% with Budget,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P017,Budget,Holiday,,,Vacation,,,,nan,1-Jul-20,31-Oct-20,,Non Air,BJT,Budget,Cab,All,US,All,All,nan,Bronze,Web,All,35.0
154,O0156,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P033,Hilton,,,,,,,,nan,1-Jul-20,31-Oct-20,,,MM,Marriot,Hotel,All,US,Individuals,All,nan,Bronze,Web,Married,
155,O0157, à la carte - Food & Bev,Accruals ,Discounts,Get 15% off on F&B,Web,200.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P009,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,nan,1-Jul-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,Web,Married,15.0
156,O0159, à la carte - Food & Bev- Wine,Accruals ,Discounts,Get 15% off on F&B-Wine,Web,100.0,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,nan,P070,Wine,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,Web,Married,15.0
157,O0160, à la carte - Baggage and excess baggage,Accruals ,Discounts,10% discount on excess baggage,Web,50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P011,Baggage,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,Web,Married,10.0
158,O0161, à la carte - Seats,Accruals ,Discounts,20% discount on Xleg Seats,Web,50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P056,Seats,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,Web,Married,20.0
159,O0162,Early Bird 10,Accruals ,Discounts, à la carte - 20% discount on early boarding for F&B,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P026,Early Boarding,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,20.0
160,O0163,Marriot 10,Accruals ,Discounts, 10% discount at Marriot,"Loyalty Portal , Web",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P040,Marriot,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Non Air,MM,Marriot,Hotel,All,US,Individuals,All,nan,Bronze,"Loyalty Portal , Web",Married,10.0
161,O0164,Uber 15,Accruals ,Discounts,15% discuount with Uber Cabs when you book rooms at Hilton,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P066,Uber,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Non Air,UU,Uber,Cab,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,15.0
162,O0165,TI 20,Accruals ,Discounts,20% discount on Travel Insurance with TT insurance,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P065,TT Insurance,,,,,,Birthday,Anniversary,nan,1-Sep-20,31-Oct-20,,Non Air,TI,TT Insurance,Insurance,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,20.0
163,O0167,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,"Loyalty  Portal, Mobile App",50.0,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,nan,P045,New Launches,Summer 2020,April ,,,,,,nan,2-Jan-20,31-Mar-20,,Air,QF,Qantas Airways,,40-65,Europe,Corporates,All,nan,Bronze,"Loyalty  Portal, Mobile App",Both,
164,O0168,"4,000 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card","Loyalty  Portal, Mobile App",4000.0,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,nan,P019,Credit Card Offer,Summer 2020,May,,,,,,nan,1-Jun-20,31-Aug-20,,Non Air,CH,Chase ,Credit Card,30 - 40,US,Individuals,All,nan,Saphire,"Loyalty  Portal, Mobile App",Both,
165,O0169," 60,00 Rewards points  with AMEx Platinum Card",,Promotions,"Earn 60,000 Membership Rewards points  with Chase Platinum Card","Loyalty  Portal, Mobile App",6000.0,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,nan,P019,Credit Card Offer,Summer 2021,May,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,nan,Platinum,"Loyalty  Portal, Mobile App",All,
166,O0170,"35,000  Rewards points with AMEx Gold Card",,Promotions,"Earn 35,000 Membership Rewards points with Chase Gold Card","Loyalty  Portal, Mobile App",250.0,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,nan,P019,Credit Card Offer,Summer 2022,May,,,,,,nan,1-Jun-20,31-Aug-20,,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
167,O0171,Member Only FFP - Fun 50,Redemption,Promotions,Redeem new products listed exclusively for FFP members,"Loyalty  Portal, Mobile App",250.0,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,nan,P043,Member Only Offers,Fall 2020,Dec,,New Year,,,,nan,1-Jun-20,31-Aug-20,,Air,LH,Luftansa,Airlines,All,US,Corporates,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
168,O0172,Member Only - Fun 50 Gold,Redemption,Promotions,Redeem new products listed exclusively for Gold members,"Loyalty  Portal, Mobile App",250.0,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,nan,P043,Member Only Offers,Fall 2020,Dec,,,,,,nan,1-Jun-20,31-Aug-20,,Non Air,LH,Luftansa,Airlines,40-65,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
169,O0173,Member Only - Fun 50 Platinum,Redemption,Promotions,Redeem new products listed exclusively for Platinummembers ,"Loyalty  Portal, Mobile App",500.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,nan,P043,Member Only Offers,Summer 2020,April ,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,nan,Platinum,"Loyalty  Portal, Mobile App",All,
170,O0174,Member Only - Fun 50 Br,Redemption,Promotions,Redeem new products listed exclusively for Bronze members,"Loyalty  Portal, Mobile App",50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P043,Member Only Offers,Summer 2021,May,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,
171,O0175,Member Only - Fun 50 New,Redemption,Promotions,Redeem new products listed exclusively for New members,"Loyalty  Portal, Mobile App",50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P043,Member Only Offers,Summer 2022,June,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,,,,All,,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,
172,O0176,Join the world for 2000,,Coupons,Join the Loyalty Program account gain 2000 points,"Loyalty  Portal, Mobile App, Email",50.0,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,nan,P035,Loyalty Member Addition,,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,
173,O0177,10 point per $1 ,,Coupons,Make a purchase 10 points per $1 . Earn point for every Dollar you spend,"Loyalty  Portal, Mobile App",50.0,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,nan,P036,Loyalty Offers,,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,
174,O0178,Friend-500,,Coupons,Refer a friend earn 500 points,"Loyalty  Portal, Mobile App",50.0,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,nan,P036,Loyalty Offers,,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,
175,O0179,$10 off 200 points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",50.0,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,nan,P053,Redemption Offers,,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,20.0
176,O0180,35% Off 1000 Points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",100.0,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,nan,P053,Redemption Offers,,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,5.0
177,O0181,30$ off 2800 points,Redemption,Discounts,Redeem points for discounts,"Loyalty  Portal, Mobile App",250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,nan,P053,Redemption Offers,,,,,,,,nan,1-Jun-20,31-Aug-20,,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,8.0
178,O0182,Summer Target 10,Accruals ,Discounts,10% Discount on your next Target Store Visit,"Loyalty  Portal, Mobile App",100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P061,Target Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,,TC,Target Corp,Retail,All,US,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,10.0
179,O0183,Summer Target 15,Accruals ,Discounts,15% Discount on your next Target Store Visit,"Loyalty  Portal, Mobile App",100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P061,Target Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,,TC,Target Corp,Retail,All,US,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,15.0
180,O0184,Summer Target 25,Accruals ,Discounts,25% Discount on spending 100 USD,"Loyalty  Portal, Mobile App",250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,nan,P061,Target Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,Non Air,TC,Target Corp,Retail,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,25.0
181,O0185,Summer Walmart 10,Accruals ,Discounts,10% Discount on your next Walmart Store Visit,"Loyalty  Portal, Mobile App",100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P068,Walmart Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,,TC,Walmart Corp,Retail,All,AUS,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,10.0
182,O0186,Summer Walmart 15,Accruals ,Discounts,15% Discount on your next Walmart Store Visit,"Loyalty  Portal, Mobile App",100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P068,Walmart Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,,TC,Walmart Corp,Retail,All,AUS,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,15.0
183,O0188,Summer Walmart 25,Accruals ,Discounts,25% Discount on spending 100 USD,"Loyalty  Portal, Mobile App",250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,nan,P068,Walmart Offers,Summer ,May,,Summer,,,,nan,2-Jan-20,31-Mar-20,,Non Air,TC,Walmart Corp,Retail,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,25.0
184,O0189,Starbucks 300,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",250.0,,Cash,,FFP,Frequent Flyer Program,Gold,,nan,P058,Starbucks offers,Winter,,,,,,,nan,2-Jan-20,31-Mar-20,,,SB,Starbucks,,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
185,O0191,Starbucks 3k,Redemption,Redeem,Gain/Acrue 30o0 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",250.0,,Cash,,FFP,Frequent Flyer Program,Gold,,nan,P058,Starbucks offers,,,,,,,Anniversary Discounts,nan,2-Jan-20,31-Mar-20,,Non Air,SB,Starbucks,,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
186,O0192,Starbucks 33,Redemption,Redeem,Gain/Acrue 3300 points and redeem your Starbucks Reward,"Loyalty  Portal, Mobile App",300.0,,Cash,,FFP,Frequent Flyer Program,Gold,,nan,P058,Starbucks offers,,,,,,Birthday Offers,,nan,2-Jan-20,31-Mar-20,,Non Air,SB,Starbucks,,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",All,
187,O0193,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P005,Airbnb,Winter 20,Jan,,,Weekend Offers,,,nan,2-Jan-20,31-Mar-20,,Non Air,AB2,Airbnb,Booking ,All,US,Individuals,All,nan,Bronze,Social Media,All,
188,O0194,Earn 3x with Chase Sapphire Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P066,Uber,Winter 21,Feb,,,Weekend Offers,,,nan,2-Jan-20,31-Mar-20,,,UU,Uber,Cab,All,US,Individuals,All,nan,Bronze,Social Media,All,
189,O0195,Earn 2x with Chase Platinum  Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P012,Barista Coffee,Winter 22,Jan,,,Weekend Offers,,,nan,2-Jan-20,31-Mar-20,,,BCLA,Barista Coffee,Eat,All,US,Individuals,All,nan,Bronze,Social Media,All,
190,O0197,Earn 3x with Chase Platinum Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P028,Expedia,Winter 23,Feb,,,Weekend Offers,,,nan,2-Jan-20,31-Mar-20,,Non Air,EXP,Expedia,Booking ,All,US,Individuals,All,nan,Bronze,Social Media,All,
191,O0198,JULY 4k 15,Accruals ,Discounts,Upto 15% off on Flight Fees,"Loyalty  Portal, Mobile App",100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P006,Airline Fare Discounts,Holiday,July,1.0,Independence Day,,,,nan,2-Jan-20,31-Mar-20,,Air,LF,Luftanza,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,15.0
192,O0199,Buy & Earn 2k Miles with ABC,Accruals ,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles","Loyalty  Portal, Mobile App",100.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P001,ABC miles,Holiday,,,Vacation,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",,
193,O0200,Earn 2x miles with Manhattan,Accruals ,Points,Earn more miles on your purchase when you use your eligible Manhattan  credit card.,"Loyalty  Portal, Mobile App",50.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P038,Manhattan,Holiday,,,Vacation,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",,
194,O0201,Earn Bonus miles with ABC,Accruals ,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.","Loyalty  Portal, Mobile App",300.0,,Points,,FFP,Frequent Flyer Program,Gold,,nan,P013,Bonus miles,Holiday,,,Vacation,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",,
195,O0202,Earn Bonus miles with ABC,Accruals ,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.","Loyalty  Portal, Mobile App",300.0,,Points,,FFP,Frequent Flyer Program,Gold,,nan,P013,Bonus miles,Holiday,,,Vacation,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Gold,"Loyalty  Portal, Mobile App",,
196,O0203,Earn 5000 Bonus Miles,Accruals ,Points,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,"Loyalty  Portal, Mobile App",5000.0,,points,,FFP,Frequent Flyer Program,Platinum,,nan,P013,Bonus miles,,,,,,,,nan,2-Jan-20,31-Mar-20,,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,nan,Platinum,"Loyalty  Portal, Mobile App",,
197,O0204,Celebrate Fall Sale 20,Accruals ,Discounts,Save 20%/night to all destinations,Social Media,50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P007,American,Holiday,,,Fall Holidays,,,,nan,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Bronze,Social Media,,20.0
198,O0205,Celebrate Fall Sale 30,Accruals ,Discounts,Save 30%/night to all destinations,Social Media,300.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,nan,P007,American,Holiday,,,Fall Holidays,,,,nan,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Gold,Social Media,,30.0
199,O0206,Celebrate Fall Sale 40,Accruals ,Discounts,Save 40%/night to all destinations,Social Media,1000.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,nan,P007,American,Holiday,,,Fall Holidays,,,,nan,15-Sep-20,31-Dec-20,,Air,AM,Americal Airways,Air,All,US,Individuals,All,nan,Platinum,Social Media,,40.0
200,O0207,35% off with Budget,Accruals ,Discounts,35% Off with Budget,"Loyalty  Portal, Mobile App",50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,nan,P017,Budget,Holiday,,,Fall Holidays,,,,nan,15-Sep-20,31-Dec-20,,Non Air,BJT,Budget,Cab,All,US,All,All,nan,Bronze,"Loyalty  Portal, Mobile App",All,35.0
201,O0209,Earn10k miles every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Social Media,50.0,,Points,,FFP,Frequent Flyer Program,Bronze,,nan,P040,Marriot,,,,,,,,nan,15-Sep-20,31-Dec-20,,,MM,Marriot,Hotel,All,US,Individuals,All,nan,Bronze,Social Media,Married,
202,O0210,25%- Food & Bev,Accruals ,Discounts,Get 25% off on F&B,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P009,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,nan,15-Sep-20,31-Dec-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,25.0
203,O0211,25%  Food & Bev- Wine,Accruals ,Discounts,Get 25% off on F&B-Wine,"Loyalty  Portal, Mobile App",50.0,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,nan,P070,wine,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,25.0
204,O0213,25%  Baggage and excess baggage,Accruals ,Discounts,25$ discount on excess baggage,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P011,Baggage,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,10.0
205,O0216,25%  Seats,Accruals ,Discounts,25% discount on Xleg Seats,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P056,Seats,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,25.0
206,O0217,Early Bird 30,Accruals ,Discounts, à la carte - 30% discount on early boarding for Food & Wine,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P026,Early Boarding,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Air,AA,American Airways,Air,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,30.0
207,O0218,Marriot 30,Accruals ,Discounts,30% discount at Marriot,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P040,Marriot,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Non Air,MM,Marriot,Hotel,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,30.0
208,O0219,Uber 30,Accruals ,Discounts,30% discuount with Uber Cabs,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P066,Uber,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Non Air,UU,Uber,Cab,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,30.0
209,O0220,TI 30,Accruals ,Discounts,30% discount on Travel Insurance with TT insurance,"Loyalty  Portal, Mobile App",50.0,,Discounts,,,Frequent Flyer Program,Bronze,,nan,P065,TT Insurance,,,,,,Birthday,Anniversary,nan,2-Jan-20,31-Mar-20,,Non Air,TI,TT Insurance,Insurance,All,US,Individuals,All,nan,Bronze,"Loyalty  Portal, Mobile App",Married,30.0
210,O0221,Go Kido,,Offers,Avail 15% off for Kids Apparel at MAX:  Under 12 years,"Loyalty  Portal, Mobile App",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,nan,P048,Oryx Cards Kids Club,All,,,,,,,nan,1-Jul-20,31-Oct-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Bronze,"Loyalty  Portal, Mobile App",Single,
211,O0222,H&M Teddy Toys,,Offers,Avail 25% off for Kids Toys at H&M:  Under 12 years,"Loyalty  Portal, Mobile App",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,nan,P048,Oryx Cards Kids Club,All,,,,,,,nan,1-Jul-20,31-Oct-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Bronze,"Loyalty  Portal, Mobile App",Single,
212,O0223,Kids Lounge,,Offers,Lounge Offer for Kids. Get 10% discount with free goodies,"Loyalty  Portal, Mobile App",300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Sep-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,
213,O0224,Kids Snack Boxes 10,,Offers,All-new meal boxes filled with fun and nutritious food  in flight. Avail 10% off with Chase cards,"Loyalty  Portal, Mobile App",300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,
214,O0225,Wherever Family 25,Accruals ,Discounts,25% off at THEWORKS,"Loyalty  Portal, Mobile App",300.0,not for below 18 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,12 -20,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,25.0
